
X [ m ], Y [ m ], Z [ m ], Velocity u [ m s^-1 ]
5.87500000e+00, 5.22878027e+00, -1.02500000e+01, -6.05202377e-01
5.87500000e+00, 5.21463871e+00, -1.02500000e+01, -6.29669428e-01
5.87500000e+00, 5.20049715e+00, -1.02500000e+01, -6.52670264e-01
5.87500000e+00, 5.18635559e+00, -1.02500000e+01, -6.68314219e-01
5.87500000e+00, 5.17221403e+00, -1.02500000e+01, -6.83958769e-01
5.87500000e+00, 5.15807247e+00, -1.02500000e+01, -6.98188186e-01
5.87500000e+00, 5.14393091e+00, -1.02500000e+01, -7.11874187e-01
5.87500000e+00, 5.12978935e+00, -1.02500000e+01, -7.24936843e-01
5.87500000e+00, 5.11564779e+00, -1.02500000e+01, -7.36459374e-01
5.87500000e+00, 5.10150623e+00, -1.02500000e+01, -7.39724815e-01
5.87500000e+00, 5.08736467e+00, -1.02500000e+01, -7.42990613e-01
5.87500000e+00, 5.07322311e+00, -1.02500000e+01, -7.46256530e-01
5.87500000e+00, 5.05908155e+00, -1.02500000e+01, -7.46572256e-01
5.87500000e+00, 5.04493999e+00, -1.02500000e+01, -7.46958137e-01
5.87500000e+00, 5.03079844e+00, -1.02500000e+01, -7.47726679e-01
5.87500000e+00, 5.01665688e+00, -1.02500000e+01, -7.45905399e-01
5.87500000e+00, 5.00251532e+00, -1.02500000e+01, -7.42265463e-01
5.87500000e+00, 4.98837376e+00, -1.02500000e+01, -7.38625526e-01
5.87500000e+00, 4.97423220e+00, -1.02500000e+01, -7.34985411e-01
5.87500000e+00, 4.96009064e+00, -1.02500000e+01, -7.31345356e-01
5.87500000e+00, 4.94594908e+00, -1.02500000e+01, -7.27588177e-01
5.87500000e+00, 4.93180752e+00, -1.02500000e+01, -7.23509789e-01
5.87500000e+00, 4.91766596e+00, -1.02500000e+01, -7.16302872e-01
5.87500000e+00, 4.90352440e+00, -1.02500000e+01, -7.09758520e-01
5.87500000e+00, 4.88938284e+00, -1.02500000e+01, -7.03213751e-01
5.87500000e+00, 4.87524128e+00, -1.02500000e+01, -6.96668029e-01
5.87500000e+00, 4.86109972e+00, -1.02500000e+01, -6.90102756e-01
5.87500000e+00, 4.84695816e+00, -1.02500000e+01, -6.83520436e-01
5.87500000e+00, 4.83281660e+00, -1.02500000e+01, -6.76938415e-01
5.87500000e+00, 4.81867504e+00, -1.02500000e+01, -6.69026375e-01
5.87500000e+00, 4.80453348e+00, -1.02500000e+01, -6.61574900e-01
5.87500000e+00, 4.79039192e+00, -1.02500000e+01, -6.54123485e-01
5.87500000e+00, 4.77625036e+00, -1.02500000e+01, -6.46136284e-01
5.87500000e+00, 4.76210880e+00, -1.02500000e+01, -6.37761474e-01
5.87500000e+00, 4.74796724e+00, -1.02500000e+01, -6.29386783e-01
5.87500000e+00, 4.73382568e+00, -1.02500000e+01, -6.21011913e-01
5.87500000e+00, 4.71968412e+00, -1.02500000e+01, -6.12322271e-01
5.87500000e+00, 4.70554256e+00, -1.02500000e+01, -6.05587721e-01
5.87500000e+00, 4.69140100e+00, -1.02500000e+01, -5.98257422e-01
5.87500000e+00, 4.67725945e+00, -1.02500000e+01, -5.91730237e-01
5.87500000e+00, 4.66311789e+00, -1.02500000e+01, -5.85122585e-01
5.87500000e+00, 4.64897633e+00, -1.02500000e+01, -5.74099600e-01
5.87500000e+00, 4.63483477e+00, -1.02500000e+01, -5.63343406e-01
5.87500000e+00, 4.62069321e+00, -1.02500000e+01, -5.52557230e-01
5.87500000e+00, 4.60655165e+00, -1.02500000e+01, -5.29856682e-01
5.87500000e+00, 4.59241009e+00, -1.02500000e+01, -3.99952739e-01
5.87500000e+00, 4.57826853e+00, -1.02500000e+01, -2.70051479e-01
5.87500000e+00, 4.56412697e+00, -1.02500000e+01, -1.40151754e-01
5.87500000e+00, 4.54998541e+00, -1.02500000e+01, 0.00000000e+00

X [ m ], Y [ m ], Z [ m ], Velocity u [ m s^-1 ]
5.87500000e+00, 5.94999981e+00, -1.02500000e+01, 0.00000000e+00
5.87500000e+00, 5.93585825e+00, -1.02500000e+01, 2.54890352e-01
5.87500000e+00, 5.92171669e+00, -1.02500000e+01, 5.32337189e-01
5.87500000e+00, 5.90757513e+00, -1.02500000e+01, 8.09784055e-01
5.87500000e+00, 5.89343357e+00, -1.02500000e+01, 1.08722949e+00
5.87500000e+00, 5.87929201e+00, -1.02500000e+01, 1.36467505e+00
5.87500000e+00, 5.86515045e+00, -1.02500000e+01, 1.64212048e+00
5.87500000e+00, 5.85100889e+00, -1.02500000e+01, 1.91955757e+00
5.87500000e+00, 5.83686733e+00, -1.02500000e+01, 2.04776430e+00
5.87500000e+00, 5.82272577e+00, -1.02500000e+01, 1.97625482e+00
5.87500000e+00, 5.80858421e+00, -1.02500000e+01, 1.90474653e+00
5.87500000e+00, 5.79444265e+00, -1.02500000e+01, 1.83323872e+00
5.87500000e+00, 5.78030109e+00, -1.02500000e+01, 1.76143491e+00
5.87500000e+00, 5.76615953e+00, -1.02500000e+01, 1.68430698e+00
5.87500000e+00, 5.75201797e+00, -1.02500000e+01, 1.60717797e+00
5.87500000e+00, 5.73787642e+00, -1.02500000e+01, 1.52719533e+00
5.87500000e+00, 5.72373486e+00, -1.02500000e+01, 1.44586957e+00
5.87500000e+00, 5.70959330e+00, -1.02500000e+01, 1.36681795e+00
5.87500000e+00, 5.69545174e+00, -1.02500000e+01, 1.29473555e+00
5.87500000e+00, 5.68131018e+00, -1.02500000e+01, 1.22475052e+00
5.87500000e+00, 5.66716862e+00, -1.02500000e+01, 1.15923047e+00
5.87500000e+00, 5.65302706e+00, -1.02500000e+01, 1.09371185e+00
5.87500000e+00, 5.63888550e+00, -1.02500000e+01, 1.03029704e+00
5.87500000e+00, 5.62474394e+00, -1.02500000e+01, 9.70727980e-01
5.87500000e+00, 5.61060238e+00, -1.02500000e+01, 9.11159158e-01
5.87500000e+00, 5.59646082e+00, -1.02500000e+01, 8.51589978e-01
5.87500000e+00, 5.58231926e+00, -1.02500000e+01, 7.92021155e-01
5.87500000e+00, 5.56817770e+00, -1.02500000e+01, 7.28751361e-01
5.87500000e+00, 5.55403614e+00, -1.02500000e+01, 6.63258135e-01
5.87500000e+00, 5.53989458e+00, -1.02500000e+01, 5.97765088e-01
5.87500000e+00, 5.52575302e+00, -1.02500000e+01, 5.32273293e-01
5.87500000e+00, 5.51161146e+00, -1.02500000e+01, 4.66782182e-01
5.87500000e+00, 5.49746990e+00, -1.02500000e+01, 4.01291549e-01
5.87500000e+00, 5.48332834e+00, -1.02500000e+01, 3.35801601e-01
5.87500000e+00, 5.46918678e+00, -1.02500000e+01, 2.74018586e-01
5.87500000e+00, 5.45504522e+00, -1.02500000e+01, 2.27690324e-01
5.87500000e+00, 5.44090366e+00, -1.02500000e+01, 1.81362271e-01
5.87500000e+00, 5.42676210e+00, -1.02500000e+01, 1.35034233e-01
5.87500000e+00, 5.41262054e+00, -1.02500000e+01, 8.87060687e-02
5.87500000e+00, 5.39847898e+00, -1.02500000e+01, 4.23779041e-02
5.87500000e+00, 5.38433743e+00, -1.02500000e+01, -3.95023450e-03
5.87500000e+00, 5.37019587e+00, -1.02500000e+01, -5.02782017e-02
5.87500000e+00, 5.35605431e+00, -1.02500000e+01, -9.05655175e-02
5.87500000e+00, 5.34191275e+00, -1.02500000e+01, -1.27349511e-01
5.87500000e+00, 5.32777119e+00, -1.02500000e+01, -1.67346299e-01
5.87500000e+00, 5.31362963e+00, -1.02500000e+01, -2.11242065e-01
5.87500000e+00, 5.29948807e+00, -1.02500000e+01, -2.55137861e-01
5.87500000e+00, 5.28534651e+00, -1.02500000e+01, -2.99033403e-01
5.87500000e+00, 5.27120495e+00, -1.02500000e+01, -3.33287984e-01
5.87500000e+00, 5.25706339e+00, -1.02500000e+01, -3.59006792e-01
5.87500000e+00, 5.24292183e+00, -1.02500000e+01, -3.84725690e-01
5.87500000e+00, 5.22878027e+00, -1.02500000e+01, -4.10444885e-01
5.87500000e+00, 5.21463871e+00, -1.02500000e+01, -4.36163902e-01
5.87500000e+00, 5.20049715e+00, -1.02500000e+01, -4.61883008e-01
5.87500000e+00, 5.18635559e+00, -1.02500000e+01, -4.87601936e-01
5.87500000e+00, 5.17221403e+00, -1.02500000e+01, -5.13706625e-01
5.87500000e+00, 5.15807247e+00, -1.02500000e+01, -5.29548287e-01
5.87500000e+00, 5.14393091e+00, -1.02500000e+01, -5.41943014e-01
5.87500000e+00, 5.12978935e+00, -1.02500000e+01, -5.52833438e-01
5.87500000e+00, 5.11564779e+00, -1.02500000e+01, -5.63723922e-01
5.87500000e+00, 5.10150623e+00, -1.02500000e+01, -5.74614346e-01
5.87500000e+00, 5.08736467e+00, -1.02500000e+01, -5.85505009e-01
5.87500000e+00, 5.07322311e+00, -1.02500000e+01, -5.96307635e-01
5.87500000e+00, 5.05908155e+00, -1.02500000e+01, -6.06750667e-01
5.87500000e+00, 5.04493999e+00, -1.02500000e+01, -6.17193878e-01
5.87500000e+00, 5.03079844e+00, -1.02500000e+01, -6.27637386e-01
5.87500000e+00, 5.01665688e+00, -1.02500000e+01, -6.37990534e-01
5.87500000e+00, 5.00251532e+00, -1.02500000e+01, -6.43383563e-01
5.87500000e+00, 4.98837376e+00, -1.02500000e+01, -6.48567080e-01
5.87500000e+00, 4.97423220e+00, -1.02500000e+01, -6.53750539e-01
5.87500000e+00, 4.96009064e+00, -1.02500000e+01, -6.58911824e-01
5.87500000e+00, 4.94594908e+00, -1.02500000e+01, -6.64117813e-01
5.87500000e+00, 4.93180752e+00, -1.02500000e+01, -6.69301450e-01
5.87500000e+00, 4.91766596e+00, -1.02500000e+01, -6.74912333e-01
5.87500000e+00, 4.90352440e+00, -1.02500000e+01, -6.80465877e-01
5.87500000e+00, 4.88938284e+00, -1.02500000e+01, -6.81470871e-01
5.87500000e+00, 4.87524128e+00, -1.02500000e+01, -6.82475924e-01
5.87500000e+00, 4.86109972e+00, -1.02500000e+01, -6.83481097e-01
5.87500000e+00, 4.84695816e+00, -1.02500000e+01, -6.84486210e-01
5.87500000e+00, 4.83281660e+00, -1.02500000e+01, -6.85491145e-01
5.87500000e+00, 4.81867504e+00, -1.02500000e+01, -6.86496258e-01
5.87500000e+00, 4.80453348e+00, -1.02500000e+01, -6.87501252e-01
5.87500000e+00, 4.79039192e+00, -1.02500000e+01, -6.88570976e-01
5.87500000e+00, 4.77625036e+00, -1.02500000e+01, -6.90345705e-01
5.87500000e+00, 4.76210880e+00, -1.02500000e+01, -6.89389825e-01
5.87500000e+00, 4.74796724e+00, -1.02500000e+01, -6.86234951e-01
5.87500000e+00, 4.73382568e+00, -1.02500000e+01, -6.83591366e-01
5.87500000e+00, 4.71968412e+00, -1.02500000e+01, -6.80555999e-01
5.87500000e+00, 4.70554256e+00, -1.02500000e+01, -6.77520752e-01
5.87500000e+00, 4.69140100e+00, -1.02500000e+01, -6.74485564e-01
5.87500000e+00, 4.67725945e+00, -1.02500000e+01, -6.71450198e-01
5.87500000e+00, 4.66311789e+00, -1.02500000e+01, -6.68414652e-01
5.87500000e+00, 4.64897633e+00, -1.02500000e+01, -6.40108228e-01
5.87500000e+00, 4.63483477e+00, -1.02500000e+01, -5.48560739e-01
5.87500000e+00, 4.62069321e+00, -1.02500000e+01, -4.57012594e-01
5.87500000e+00, 4.60655165e+00, -1.02500000e+01, -3.65464091e-01
5.87500000e+00, 4.59241009e+00, -1.02500000e+01, -2.73915648e-01
5.87500000e+00, 4.57826853e+00, -1.02500000e+01, -1.82367176e-01
5.87500000e+00, 4.56412697e+00, -1.02500000e+01, -9.08186585e-02
5.87500000e+00, 4.54998541e+00, -1.02500000e+01, 0.00000000e+00

X [ m ], Y [ m ], Z [ m ], Velocity u [ m s^-1 ]
5.87500000e+00, 5.94999981e+00, -1.02500000e+01, 0.00000000e+00
5.87500000e+00, 5.93585825e+00, -1.02500000e+01, 6.52679265e-01
5.87500000e+00, 5.92171669e+00, -1.02500000e+01, 1.21960115e+00
5.87500000e+00, 5.90757513e+00, -1.02500000e+01, 1.78083551e+00
5.87500000e+00, 5.89343357e+00, -1.02500000e+01, 2.34073639e+00
5.87500000e+00, 5.87929201e+00, -1.02500000e+01, 2.80210686e+00
5.87500000e+00, 5.86515045e+00, -1.02500000e+01, 2.72384572e+00
5.87500000e+00, 5.85100889e+00, -1.02500000e+01, 2.64558482e+00
5.87500000e+00, 5.83686733e+00, -1.02500000e+01, 2.56684875e+00
5.87500000e+00, 5.82272577e+00, -1.02500000e+01, 2.48711276e+00
5.87500000e+00, 5.80858421e+00, -1.02500000e+01, 2.41159320e+00
5.87500000e+00, 5.79444265e+00, -1.02500000e+01, 2.33527875e+00
5.87500000e+00, 5.78030109e+00, -1.02500000e+01, 2.25082469e+00
5.87500000e+00, 5.76615953e+00, -1.02500000e+01, 2.16697741e+00
5.87500000e+00, 5.75201797e+00, -1.02500000e+01, 2.08424449e+00
5.87500000e+00, 5.73787642e+00, -1.02500000e+01, 2.00012279e+00
5.87500000e+00, 5.72373486e+00, -1.02500000e+01, 1.91526532e+00
5.87500000e+00, 5.70959330e+00, -1.02500000e+01, 1.83040714e+00
5.87500000e+00, 5.69545174e+00, -1.02500000e+01, 1.74651456e+00
5.87500000e+00, 5.68131018e+00, -1.02500000e+01, 1.66065550e+00
5.87500000e+00, 5.66716862e+00, -1.02500000e+01, 1.57395256e+00
5.87500000e+00, 5.65302706e+00, -1.02500000e+01, 1.48725009e+00
5.87500000e+00, 5.63888550e+00, -1.02500000e+01, 1.40030491e+00
5.87500000e+00, 5.62474394e+00, -1.02500000e+01, 1.30807185e+00
5.87500000e+00, 5.61060238e+00, -1.02500000e+01, 1.21584260e+00
5.87500000e+00, 5.59646082e+00, -1.02500000e+01, 1.12894869e+00
5.87500000e+00, 5.58231926e+00, -1.02500000e+01, 1.04279292e+00
5.87500000e+00, 5.56817770e+00, -1.02500000e+01, 9.56637621e-01
5.87500000e+00, 5.55403614e+00, -1.02500000e+01, 8.70923162e-01
5.87500000e+00, 5.53989458e+00, -1.02500000e+01, 7.90378749e-01
5.87500000e+00, 5.52575302e+00, -1.02500000e+01, 7.13730991e-01
5.87500000e+00, 5.51161146e+00, -1.02500000e+01, 6.36855245e-01
5.87500000e+00, 5.49746990e+00, -1.02500000e+01, 5.59707880e-01
5.87500000e+00, 5.48332834e+00, -1.02500000e+01, 4.82981652e-01
5.87500000e+00, 5.46918678e+00, -1.02500000e+01, 4.08146948e-01
5.87500000e+00, 5.45504522e+00, -1.02500000e+01, 3.44154775e-01
5.87500000e+00, 5.44090366e+00, -1.02500000e+01, 2.81485945e-01
5.87500000e+00, 5.42676210e+00, -1.02500000e+01, 2.18816176e-01
5.87500000e+00, 5.41262054e+00, -1.02500000e+01, 1.57924786e-01
5.87500000e+00, 5.39847898e+00, -1.02500000e+01, 9.94781852e-02
5.87500000e+00, 5.38433743e+00, -1.02500000e+01, 4.04043160e-02
5.87500000e+00, 5.37019587e+00, -1.02500000e+01, -1.88083313e-02
5.87500000e+00, 5.35605431e+00, -1.02500000e+01, -7.86840022e-02
5.87500000e+00, 5.34191275e+00, -1.02500000e+01, -1.38559729e-01
5.87500000e+00, 5.32777119e+00, -1.02500000e+01, -1.92906350e-01
5.87500000e+00, 5.31362963e+00, -1.02500000e+01, -2.44761005e-01
5.87500000e+00, 5.29948807e+00, -1.02500000e+01, -2.97146499e-01
5.87500000e+00, 5.28534651e+00, -1.02500000e+01, -3.49531233e-01
5.87500000e+00, 5.27120495e+00, -1.02500000e+01, -4.01916385e-01
5.87500000e+00, 5.25706339e+00, -1.02500000e+01, -4.39231306e-01
5.87500000e+00, 5.24292183e+00, -1.02500000e+01, -4.75278020e-01
5.87500000e+00, 5.22878027e+00, -1.02500000e+01, -5.17306030e-01
5.87500000e+00, 5.21463871e+00, -1.02500000e+01, -5.54560542e-01
5.87500000e+00, 5.20049715e+00, -1.02500000e+01, -5.87117016e-01
5.87500000e+00, 5.18635559e+00, -1.02500000e+01, -6.19673610e-01
5.87500000e+00, 5.17221403e+00, -1.02500000e+01, -6.52230203e-01
5.87500000e+00, 5.15807247e+00, -1.02500000e+01, -6.83096588e-01
5.87500000e+00, 5.14393091e+00, -1.02500000e+01, -6.98569417e-01
5.87500000e+00, 5.12978935e+00, -1.02500000e+01, -7.14041948e-01
5.87500000e+00, 5.11564779e+00, -1.02500000e+01, -7.29514658e-01
5.87500000e+00, 5.10150623e+00, -1.02500000e+01, -7.44987190e-01
5.87500000e+00, 5.08736467e+00, -1.02500000e+01, -7.59624183e-01
5.87500000e+00, 5.07322311e+00, -1.02500000e+01, -7.74210691e-01
5.87500000e+00, 5.05908155e+00, -1.02500000e+01, -7.85761774e-01
5.87500000e+00, 5.04493999e+00, -1.02500000e+01, -7.84802616e-01
5.87500000e+00, 5.03079844e+00, -1.02500000e+01, -7.83843637e-01
5.87500000e+00, 5.01665688e+00, -1.02500000e+01, -7.82884717e-01
5.87500000e+00, 5.00251532e+00, -1.02500000e+01, -7.81957328e-01
5.87500000e+00, 4.98837376e+00, -1.02500000e+01, -7.81026304e-01
5.87500000e+00, 4.97423220e+00, -1.02500000e+01, -7.80112028e-01
5.87500000e+00, 4.96009064e+00, -1.02500000e+01, -7.79591978e-01
5.87500000e+00, 4.94594908e+00, -1.02500000e+01, -7.72875071e-01
5.87500000e+00, 4.93180752e+00, -1.02500000e+01, -7.61560023e-01
5.87500000e+00, 4.91766596e+00, -1.02500000e+01, -7.49642015e-01
5.87500000e+00, 4.90352440e+00, -1.02500000e+01, -7.37724185e-01
5.87500000e+00, 4.88938284e+00, -1.02500000e+01, -7.25806236e-01
5.87500000e+00, 4.87524128e+00, -1.02500000e+01, -7.11131275e-01
5.87500000e+00, 4.86109972e+00, -1.02500000e+01, -6.87448621e-01
5.87500000e+00, 4.84695816e+00, -1.02500000e+01, -6.59837246e-01
5.87500000e+00, 4.83281660e+00, -1.02500000e+01, -6.29469991e-01
5.87500000e+00, 4.81867504e+00, -1.02500000e+01, -6.03740990e-01
5.87500000e+00, 4.80453348e+00, -1.02500000e+01, -5.78012705e-01
5.87500000e+00, 4.79039192e+00, -1.02500000e+01, -5.52284598e-01
5.87500000e+00, 4.77625036e+00, -1.02500000e+01, -5.26556492e-01
5.87500000e+00, 4.76210880e+00, -1.02500000e+01, -4.99030739e-01
5.87500000e+00, 4.74796724e+00, -1.02500000e+01, -4.70322728e-01
5.87500000e+00, 4.73382568e+00, -1.02500000e+01, -4.40634400e-01
5.87500000e+00, 4.71968412e+00, -1.02500000e+01, -4.04952586e-01
5.87500000e+00, 4.70554256e+00, -1.02500000e+01, -3.69270951e-01
5.87500000e+00, 4.69140100e+00, -1.02500000e+01, -3.39709431e-01
5.87500000e+00, 4.67725945e+00, -1.02500000e+01, -3.07891995e-01
5.87500000e+00, 4.66311789e+00, -1.02500000e+01, -2.76073188e-01
5.87500000e+00, 4.64897633e+00, -1.02500000e+01, -2.42857680e-01
5.87500000e+00, 4.63483477e+00, -1.02500000e+01, -2.01677442e-01
5.87500000e+00, 4.62069321e+00, -1.02500000e+01, -1.60497755e-01
5.87500000e+00, 4.60655165e+00, -1.02500000e+01, -1.20352656e-01
5.87500000e+00, 4.59241009e+00, -1.02500000e+01, -8.69866982e-02
5.87500000e+00, 4.57826853e+00, -1.02500000e+01, -5.56185991e-02
5.87500000e+00, 4.56412697e+00, -1.02500000e+01, -2.42506843e-02
5.87500000e+00, 4.54998541e+00, -1.02500000e+01, 0.00000000e+00

X [ m ], Y [ m ], Z [ m ], Velocity u [ m s^-1 ]
5.87500000e+00, 5.94999981e+00, -1.02500000e+01, 0.00000000e+00
5.87500000e+00, 5.93585825e+00, -1.02500000e+01, 4.44271833e-01
5.87500000e+00, 5.92171669e+00, -1.02500000e+01, 8.66136611e-01
5.87500000e+00, 5.90757513e+00, -1.02500000e+01, 1.27666962e+00
5.87500000e+00, 5.89343357e+00, -1.02500000e+01, 1.68806410e+00
5.87500000e+00, 5.87929201e+00, -1.02500000e+01, 2.14267445e+00
5.87500000e+00, 5.86515045e+00, -1.02500000e+01, 2.23477006e+00
5.87500000e+00, 5.85100889e+00, -1.02500000e+01, 2.17896628e+00
5.87500000e+00, 5.83686733e+00, -1.02500000e+01, 2.12316179e+00
5.87500000e+00, 5.82272577e+00, -1.02500000e+01, 2.06735754e+00
5.87500000e+00, 5.80858421e+00, -1.02500000e+01, 2.01057982e+00
5.87500000e+00, 5.79444265e+00, -1.02500000e+01, 1.95427036e+00
5.87500000e+00, 5.78030109e+00, -1.02500000e+01, 1.90113258e+00
5.87500000e+00, 5.76615953e+00, -1.02500000e+01, 1.84125566e+00
5.87500000e+00, 5.75201797e+00, -1.02500000e+01, 1.77263093e+00
5.87500000e+00, 5.73787642e+00, -1.02500000e+01, 1.70399320e+00
5.87500000e+00, 5.72373486e+00, -1.02500000e+01, 1.63304758e+00
5.87500000e+00, 5.70959330e+00, -1.02500000e+01, 1.56204259e+00
5.87500000e+00, 5.69545174e+00, -1.02500000e+01, 1.49103713e+00
5.87500000e+00, 5.68131018e+00, -1.02500000e+01, 1.42003155e+00
5.87500000e+00, 5.66716862e+00, -1.02500000e+01, 1.34884596e+00
5.87500000e+00, 5.65302706e+00, -1.02500000e+01, 1.27697086e+00
5.87500000e+00, 5.63888550e+00, -1.02500000e+01, 1.19786084e+00
5.87500000e+00, 5.62474394e+00, -1.02500000e+01, 1.12031412e+00
5.87500000e+00, 5.61060238e+00, -1.02500000e+01, 1.04446054e+00
5.87500000e+00, 5.59646082e+00, -1.02500000e+01, 9.70934510e-01
5.87500000e+00, 5.58231926e+00, -1.02500000e+01, 8.97408664e-01
5.87500000e+00, 5.56817770e+00, -1.02500000e+01, 8.23926985e-01
5.87500000e+00, 5.55403614e+00, -1.02500000e+01, 7.47509778e-01
5.87500000e+00, 5.53989458e+00, -1.02500000e+01, 6.71153188e-01
5.87500000e+00, 5.52575302e+00, -1.02500000e+01, 5.94796240e-01
5.87500000e+00, 5.51161146e+00, -1.02500000e+01, 5.18440425e-01
5.87500000e+00, 5.49746990e+00, -1.02500000e+01, 4.63737071e-01
5.87500000e+00, 5.48332834e+00, -1.02500000e+01, 4.09960181e-01
5.87500000e+00, 5.46918678e+00, -1.02500000e+01, 3.56042057e-01
5.87500000e+00, 5.45504522e+00, -1.02500000e+01, 3.02123934e-01
5.87500000e+00, 5.44090366e+00, -1.02500000e+01, 2.48206079e-01
5.87500000e+00, 5.42676210e+00, -1.02500000e+01, 1.94288313e-01
5.87500000e+00, 5.41262054e+00, -1.02500000e+01, 1.39465123e-01
5.87500000e+00, 5.39847898e+00, -1.02500000e+01, 7.83002228e-02
5.87500000e+00, 5.38433743e+00, -1.02500000e+01, 1.71350017e-02
5.87500000e+00, 5.37019587e+00, -1.02500000e+01, -4.40306850e-02
5.87500000e+00, 5.35605431e+00, -1.02500000e+01, -8.71185064e-02
5.87500000e+00, 5.34191275e+00, -1.02500000e+01, -1.24522328e-01
5.87500000e+00, 5.32777119e+00, -1.02500000e+01, -1.61927104e-01
5.87500000e+00, 5.31362963e+00, -1.02500000e+01, -1.99714273e-01
5.87500000e+00, 5.29948807e+00, -1.02500000e+01, -2.38278851e-01
5.87500000e+00, 5.28534651e+00, -1.02500000e+01, -2.76843667e-01
5.87500000e+00, 5.27120495e+00, -1.02500000e+01, -3.15409243e-01
5.87500000e+00, 5.25706339e+00, -1.02500000e+01, -3.53974819e-01
5.87500000e+00, 5.24292183e+00, -1.02500000e+01, -3.92540276e-01
5.87500000e+00, 5.22878027e+00, -1.02500000e+01, -4.31105673e-01
5.87500000e+00, 5.21463871e+00, -1.02500000e+01, -4.69671667e-01
5.87500000e+00, 5.20049715e+00, -1.02500000e+01, -5.00795186e-01
5.87500000e+00, 5.18635559e+00, -1.02500000e+01, -5.11441410e-01
5.87500000e+00, 5.17221403e+00, -1.02500000e+01, -5.24514556e-01
5.87500000e+00, 5.15807247e+00, -1.02500000e+01, -5.37587643e-01
5.87500000e+00, 5.14393091e+00, -1.02500000e+01, -5.50661027e-01
5.87500000e+00, 5.12978935e+00, -1.02500000e+01, -5.63734293e-01
5.87500000e+00, 5.11564779e+00, -1.02500000e+01, -5.76807499e-01
5.87500000e+00, 5.10150623e+00, -1.02500000e+01, -5.89423120e-01
5.87500000e+00, 5.08736467e+00, -1.02500000e+01, -5.99217057e-01
5.87500000e+00, 5.07322311e+00, -1.02500000e+01, -6.09010816e-01
5.87500000e+00, 5.05908155e+00, -1.02500000e+01, -6.18245602e-01
5.87500000e+00, 5.04493999e+00, -1.02500000e+01, -6.20396256e-01
5.87500000e+00, 5.03079844e+00, -1.02500000e+01, -6.21665180e-01
5.87500000e+00, 5.01665688e+00, -1.02500000e+01, -6.22934103e-01
5.87500000e+00, 5.00251532e+00, -1.02500000e+01, -6.24202847e-01
5.87500000e+00, 4.98837376e+00, -1.02500000e+01, -6.25471830e-01
5.87500000e+00, 4.97423220e+00, -1.02500000e+01, -6.26664102e-01
5.87500000e+00, 4.96009064e+00, -1.02500000e+01, -6.27293408e-01
5.87500000e+00, 4.94594908e+00, -1.02500000e+01, -6.27829790e-01
5.87500000e+00, 4.93180752e+00, -1.02500000e+01, -6.28366113e-01
5.87500000e+00, 4.91766596e+00, -1.02500000e+01, -6.27826333e-01
5.87500000e+00, 4.90352440e+00, -1.02500000e+01, -6.15374446e-01
5.87500000e+00, 4.88938284e+00, -1.02500000e+01, -6.05481625e-01
5.87500000e+00, 4.87524128e+00, -1.02500000e+01, -5.96322656e-01
5.87500000e+00, 4.86109972e+00, -1.02500000e+01, -5.87163627e-01
5.87500000e+00, 4.84695816e+00, -1.02500000e+01, -5.78004420e-01
5.87500000e+00, 4.83281660e+00, -1.02500000e+01, -5.68845153e-01
5.87500000e+00, 4.81867504e+00, -1.02500000e+01, -5.59685886e-01
5.87500000e+00, 4.80453348e+00, -1.02500000e+01, -5.51248610e-01
5.87500000e+00, 4.79039192e+00, -1.02500000e+01, -5.44541359e-01
5.87500000e+00, 4.77625036e+00, -1.02500000e+01, -5.37834048e-01
5.87500000e+00, 4.76210880e+00, -1.02500000e+01, -5.31126738e-01
5.87500000e+00, 4.74796724e+00, -1.02500000e+01, -5.24419367e-01
5.87500000e+00, 4.73382568e+00, -1.02500000e+01, -5.17712295e-01
5.87500000e+00, 4.71968412e+00, -1.02500000e+01, -5.11178255e-01
5.87500000e+00, 4.70554256e+00, -1.02500000e+01, -5.06068230e-01
5.87500000e+00, 4.69140100e+00, -1.02500000e+01, -4.94834542e-01
5.87500000e+00, 4.67725945e+00, -1.02500000e+01, -4.86605942e-01
5.87500000e+00, 4.66311789e+00, -1.02500000e+01, -4.78074789e-01
5.87500000e+00, 4.64897633e+00, -1.02500000e+01, -4.60637331e-01
5.87500000e+00, 4.63483477e+00, -1.02500000e+01, -4.43198740e-01
5.87500000e+00, 4.62069321e+00, -1.02500000e+01, -4.08075571e-01
5.87500000e+00, 4.60655165e+00, -1.02500000e+01, -3.28286409e-01
5.87500000e+00, 4.59241009e+00, -1.02500000e+01, -2.48497084e-01
5.87500000e+00, 4.57826853e+00, -1.02500000e+01, -1.68707788e-01
5.87500000e+00, 4.56412697e+00, -1.02500000e+01, -8.21530670e-02
5.87500000e+00, 4.54998541e+00, -1.02500000e+01, 0.00000000e+00
